"","X","year","month","epoch","season","treatment","locality","site","bar","station","count_live","tran_length","area","density","ann_dis","mon_dis","ann_dis_lag","mon_dis_lag","mon_dis_lag2","mon_dis_lag3","ann_dis_sc","ann_dis_lag_sc","mon_dis_sc","mon_dis_lag_sc","mon_dis_lag2_sc","mon_dis_lag3_sc"
"80",80,2010,5,"epoch1","summer","control","HB","N","2","HBN2",14,23.3,3.55092,3.94264021718315,7781.17808219178,7346.12903225806,7618.65753424658,8550.33333333333,15700,22246.4285714286,0.294673256068782,0.622513190973054,0.247984551555915,0.288635084955553,0.738879611355701,1
"81",81,2010,5,"epoch1","summer","control","HB","N","3","HBN3",45,16.5,2.5146,17.8954903364352,7781.17808219178,7346.12903225806,7618.65753424658,8550.33333333333,15700,22246.4285714286,0.294673256068782,0.622513190973054,0.247984551555915,0.288635084955553,0.738879611355701,1
"82",82,2010,5,"epoch1","summer","control","HB","O","1","HBO1",4,31.2,4.75488,0.841240998721314,7781.17808219178,7346.12903225806,7618.65753424658,8550.33333333333,15700,22246.4285714286,0.294673256068782,0.622513190973054,0.247984551555915,0.288635084955553,0.738879611355701,1
"83",83,2010,5,"epoch1","summer","control","HB","O","2","HBO2",11,15.6,2.37744,4.62682549296723,7781.17808219178,7346.12903225806,7618.65753424658,8550.33333333333,15700,22246.4285714286,0.294673256068782,0.622513190973054,0.247984551555915,0.288635084955553,0.738879611355701,1
"84",84,2010,5,"epoch1","summer","control","HB","O","3","HBO3",62,50,7.62,8.13648293963255,7781.17808219178,7346.12903225806,7618.65753424658,8550.33333333333,15700,22246.4285714286,0.294673256068782,0.622513190973054,0.247984551555915,0.288635084955553,0.738879611355701,1
"85",85,2010,5,"epoch1","summer","control","LC","I","1","LCI1",611,20,3.048,200.459317585302,7781.17808219178,7346.12903225806,7618.65753424658,8550.33333333333,15700,22246.4285714286,0.294673256068782,0.622513190973054,0.247984551555915,0.288635084955553,0.738879611355701,1
"86",86,2010,5,"epoch1","summer","control","LC","I","2","LCI2",771,20.3,3.09372,249.214537837943,7781.17808219178,7346.12903225806,7618.65753424658,8550.33333333333,15700,22246.4285714286,0.294673256068782,0.622513190973054,0.247984551555915,0.288635084955553,0.738879611355701,1
"87",87,2010,5,"epoch1","summer","control","LC","I","3","LCI3",619,20,3.048,203.083989501312,7781.17808219178,7346.12903225806,7618.65753424658,8550.33333333333,15700,22246.4285714286,0.294673256068782,0.622513190973054,0.247984551555915,0.288635084955553,0.738879611355701,1
"88",88,2010,5,"epoch1","summer","control","LC","N","1","LCN1",40,12.3,1.87452,21.338796065126,7781.17808219178,7346.12903225806,7618.65753424658,8550.33333333333,15700,22246.4285714286,0.294673256068782,0.622513190973054,0.247984551555915,0.288635084955553,0.738879611355701,1
"89",89,2010,5,"epoch1","summer","control","LC","N","2","LCN2",30,17.7,2.69748,11.121491169536,7781.17808219178,7346.12903225806,7618.65753424658,8550.33333333333,15700,22246.4285714286,0.294673256068782,0.622513190973054,0.247984551555915,0.288635084955553,0.738879611355701,1
"90",90,2010,5,"epoch1","summer","control","LC","N","3","LCN3",50,32.6,4.96824,10.0639260583225,7781.17808219178,7346.12903225806,7618.65753424658,8550.33333333333,15700,22246.4285714286,0.294673256068782,0.622513190973054,0.247984551555915,0.288635084955553,0.738879611355701,1
"91",91,2010,5,"epoch1","summer","control","LC","O","3","LCO3",117,21.3,3.24612,36.0430298325385,7781.17808219178,7346.12903225806,7618.65753424658,8550.33333333333,15700,22246.4285714286,0.294673256068782,0.622513190973054,0.247984551555915,0.288635084955553,0.738879611355701,1
"92",92,2010,5,"epoch1","summer","control","LC","O","8A","LCO8A",45,14.3,2.17932,20.6486426958868,7781.17808219178,7346.12903225806,7618.65753424658,8550.33333333333,15700,22246.4285714286,0.294673256068782,0.622513190973054,0.247984551555915,0.288635084955553,0.738879611355701,1
"93",93,2010,5,"epoch1","summer","control","LC","O","9B","LCO9B",79,20.3,3.09372,25.5356011533041,7781.17808219178,7346.12903225806,7618.65753424658,8550.33333333333,15700,22246.4285714286,0.294673256068782,0.622513190973054,0.247984551555915,0.288635084955553,0.738879611355701,1
"94",94,2010,7,"epoch1","summer","control","CK","I","1","CKI1",737,29.2,4.45008,165.615000179772,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"95",95,2010,7,"epoch1","summer","control","CK","I","2","CKI2",1178,25,3.81,309.186351706037,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"96",96,2010,7,"epoch1","summer","control","CK","I","3","CKI3",797,21.8,3.32232,239.892605167473,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"97",97,2010,7,"epoch1","summer","control","CK","N","1","CKN1",436,15,2.286,190.726159230096,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"98",98,2010,7,"epoch1","summer","control","CK","N","2","CKN2",78,35,5.334,14.6231721034871,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"99",99,2010,7,"epoch1","summer","control","CK","N","3","CKN3",1455,17.5,2.667,545.556805399325,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"100",100,2010,7,"epoch1","summer","control","CK","O","1","CKO1",67,23.3,3.55092,18.8683496108051,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"101",101,2010,7,"epoch1","summer","control","CK","O","2","CKO2",61,30.4,4.63296,13.1665285260395,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"102",102,2010,7,"epoch1","summer","control","CK","O","3","CKO3",320,33,5.0292,63.628410085103,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"103",103,2010,7,"epoch1","summer","control","CR","I","1","CRI1",820,23.3,3.55092,230.926069863585,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"104",104,2010,7,"epoch1","summer","control","CR","I","2","CRI2",1160,18.6,2.83464,409.223040668303,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"105",105,2010,7,"epoch1","summer","control","CR","I","3","CRI3",540,13.9,2.11836,254.914178893106,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"106",106,2010,7,"epoch1","summer","control","CR","N","1","CRN1",214,20.5,3.1242,68.4975353690545,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"107",107,2010,7,"epoch1","summer","control","CR","N","2","CRN2",120,21.6,3.29184,36.4537766112569,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"108",108,2010,7,"epoch1","summer","control","CR","N","3","CRN3",726,30,4.572,158.792650918635,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"109",109,2010,7,"epoch1","summer","control","CR","O","1","CRO1",172,50,7.62,22.5721784776903,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"110",110,2010,7,"epoch1","summer","control","CR","O","3","CRO3",24,21,3.2004,7.49906261717285,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"111",111,2010,7,"epoch1","summer","control","CR","O","4","CRO4",1664,25,3.81,436.745406824147,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"112",112,2010,7,"epoch1","summer","control","HB","I","1","HBI1",806,32.5,4.953,162.729658792651,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"113",113,2010,7,"epoch1","summer","control","HB","I","2","HBI2",838,16,2.4384,343.667979002625,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"114",114,2010,7,"epoch1","summer","control","HB","I","3","HBI3",902,25.9,3.94716,228.51873245574,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"115",115,2010,7,"epoch1","summer","control","HB","N","1","HBN1",664,18,2.7432,242.053076698746,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"116",116,2010,7,"epoch1","summer","control","HB","N","2","HBN2",1545,23.5,3.5814,431.395543642151,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"117",117,2010,7,"epoch1","summer","control","HB","N","3","HBN3",1521,17.5,2.667,570.303712035995,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"118",118,2010,7,"epoch1","summer","control","HB","N","5","HBN5",226,18,2.7432,82.3855351414406,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"119",119,2010,7,"epoch1","summer","control","HB","N","6","HBN6",704,22.7,3.45948,203.498791725924,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"120",120,2010,7,"epoch1","summer","control","HB","O","1","HBO1",1634,31.5,4.8006,340.374119901679,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"121",121,2010,7,"epoch1","summer","control","LC","I","1","LCI1",509,19.6,2.98704,170.402806792008,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"122",122,2010,7,"epoch1","summer","control","LC","I","2","LCI2",416,20.2,3.07848,135.13162339856,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"123",123,2010,7,"epoch1","summer","control","LC","I","3","LCI3",586,19.4,2.95656,198.203317368834,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"124",124,2010,7,"epoch1","summer","control","LC","N","1","LCN1",31,12.5,1.905,16.2729658792651,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"125",125,2010,7,"epoch1","summer","control","LC","N","2","LCN2",351,18.3,2.78892,125.855169743126,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"126",126,2010,7,"epoch1","summer","control","LC","N","4","LCN4",80,18.5,2.8194,28.3748315244378,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"127",127,2010,7,"epoch1","summer","control","LC","N","5","LCN5",80,36,5.4864,14.5815106445028,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"128",128,2010,7,"epoch1","summer","control","LC","O","3","LCO3",223,21.8,3.32232,67.1217703291676,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"129",129,2010,7,"epoch1","summer","control","LC","O","8A","LCO8A",76,14.6,2.22504,34.1566893179448,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"130",130,2010,7,"epoch1","summer","control","LC","O","9B","LCO9B",32,20.8,3.16992,10.0948919846558,7781.17808219178,5510,7618.65753424658,5241,7346.12903225806,8550.33333333333,0.294673256068782,0.622513190973054,0.186002025430404,0.17692134578598,0.345726430848641,0.38434633702574
"131",131,2010,8,"epoch1","summer","control","CK","I","1","CKI1",2027,25,3.81,532.020997375328,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"132",132,2010,8,"epoch1","summer","control","CK","I","2","CKI2",682,29,4.4196,154.31260747579,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"133",133,2010,8,"epoch1","summer","control","CK","N","1","CKN1",233,15,2.286,101.924759405074,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"134",134,2010,8,"epoch1","summer","control","CK","N","2","CKN2",21,37.5,5.715,3.6745406824147,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"135",135,2010,8,"epoch1","summer","control","CK","N","3","CKN3",1176,17.5,2.667,440.944881889764,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"136",136,2010,8,"epoch1","summer","control","CK","O","1","CKO1",281,25,3.81,73.753280839895,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"137",137,2010,8,"epoch1","summer","control","CK","O","2","CKO2",182,29.9,4.55676,39.9406595914641,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"138",138,2010,8,"epoch1","summer","control","CK","O","3","CKO3",658,32.5,4.953,132.84877851807,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"139",139,2010,8,"epoch1","summer","control","CR","I","1","CRI1",542,22,3.3528,161.655929372465,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"140",140,2010,8,"epoch1","summer","control","CR","I","2","CRI2",1128,18.5,2.8194,400.085124494573,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"141",141,2010,8,"epoch1","summer","control","CR","I","3","CRI3",474,13,1.9812,239.248940036342,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"142",142,2010,8,"epoch1","summer","control","CR","N","1","CRN1",379,17.5,2.667,142.107236595426,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"143",143,2010,8,"epoch1","summer","control","CR","N","2","CRN2",63,20,3.048,20.6692913385827,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"144",144,2010,8,"epoch1","summer","control","CR","N","3","CRN3",1118.5,32.5,4.953,225.822733696749,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"145",145,2010,8,"epoch1","summer","control","CR","O","1","CRO1",415,57.5,8.763,47.3582106584503,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"146",146,2010,8,"epoch1","summer","control","CR","O","2","CRO2",3008,45,6.858,438.611840186643,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"147",147,2010,8,"epoch1","summer","control","CR","O","3","CRO3",10,35,5.334,1.87476565429321,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"148",148,2010,8,"epoch1","summer","control","HB","I","1","HBI1",1435,32,4.8768,294.250328083989,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"149",149,2010,8,"epoch1","summer","control","HB","I","2","HBI2",876,16,2.4384,359.251968503937,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"150",150,2010,8,"epoch1","summer","control","HB","I","3","HBI3",1341,27.5,4.191,319.971367215462,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"151",151,2010,8,"epoch1","summer","control","HB","N","1","HBN1",308,18,2.7432,112.277631962671,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"152",152,2010,8,"epoch1","summer","control","HB","N","2","HBN2",194,25,3.81,50.9186351706037,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"153",153,2010,8,"epoch1","summer","control","HB","N","3","HBN3",503,17.5,2.667,188.601424821897,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"154",154,2010,8,"epoch1","summer","control","HB","O","1","HBO1",154,32.5,4.953,31.0922673127398,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"155",155,2010,8,"epoch1","summer","control","LC","I","1","LCI1",645,19.5,2.9718,217.040177670099,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"156",156,2010,8,"epoch1","summer","control","LC","I","2","LCI2",709,20,3.048,232.61154855643,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"157",157,2010,8,"epoch1","summer","control","LC","I","3","LCI3",976,20,3.048,320.209973753281,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"158",158,2010,8,"epoch1","summer","control","LC","N","1","LCN1",161,12.2,1.85928,86.5926595241169,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
"159",159,2010,8,"epoch1","summer","control","LC","N","2","LCN2",54,33,5.0292,10.7372942018611,7781.17808219178,4685.16129032258,7618.65753424658,5510,5241,7346.12903225806,0.294673256068782,0.622513190973054,0.158157802081329,0.186002025430404,0.246654015485046,0.330216106763888
