"","X","year","month","epoch","season","treatment","locality","site","bar","station","count_live","tran_length","area","density","ann_dis","mon_dis","ann_dis_lag","mon_dis_lag","mon_dis_lag2","mon_dis_lag3","ann_dis_sc","ann_dis_lag_sc","mon_dis_sc","mon_dis_lag_sc","mon_dis_lag2_sc","mon_dis_lag3_sc"
"236",236,2014,11,"epoch2","winter","control","LC","O","11","LCO11B",1012,64,9.7536,103.75656167979,12238.5479452055,6731.66666666667,10410.3561643836,8985.8064516129,9031,7314.1935483871,0.463473876895485,0.850620205190427,0.227242038933273,0.303335426520071,0.425020494914225,0.328780573695358
"237",237,2014,11,"epoch2","winter","rocks","LC","O","8B","LCO8B",1136,60.7,9.25068,122.801783220261,12238.5479452055,6731.66666666667,10410.3561643836,8985.8064516129,9031,7314.1935483871,0.463473876895485,0.850620205190427,0.227242038933273,0.303335426520071,0.425020494914225,0.328780573695358
"238",238,2014,12,"epoch2","winter","control","LC","O","9C","LCO9C",211,20.8,3.16992,66.5631940238239,12238.5479452055,7825.8064516129,10410.3561643836,6731.66666666667,8985.8064516129,9031,0.463473876895485,0.850620205190427,0.264177105376828,0.227242038933273,0.42289357826021,0.405952801412747
"239",239,2015,1,"epoch2","winter","control","LC","O","9C","LCO9C",1171,43.3,6.59892,177.453280233735,9297.75342465753,15474.1935483871,12238.5479452055,7825.8064516129,6731.66666666667,8985.8064516129,0.352105972492634,1,0.522365034827965,0.264177105376828,0.316808359900815,0.403921304615767
"240",240,2015,5,"epoch2","summer","control","LC","O","10","LCO10A",307,63.58,9.689592,31.6834805841154,9297.75342465753,8028.70967741936,12238.5479452055,10782,15390.3225806452,16167.8571428571,0.352105972492634,1,0.271026544753663,0.363969843591763,0.724305450129042,0.726761920051373
"241",241,2015,5,"epoch2","summer","control","LC","O","11","LCO11B",328,64.54,9.835896,33.3472415731114,9297.75342465753,8028.70967741936,12238.5479452055,10782,15390.3225806452,16167.8571428571,0.352105972492634,1,0.271026544753663,0.363969843591763,0.724305450129042,0.726761920051373
"242",242,2015,5,"epoch2","summer","control","LC","O","12","LCO12",442,61,9.2964,47.5452863474033,9297.75342465753,8028.70967741936,12238.5479452055,10782,15390.3225806452,16167.8571428571,0.352105972492634,1,0.271026544753663,0.363969843591763,0.724305450129042,0.726761920051373
"243",243,2015,5,"epoch2","summer","control","LC","O","8B","LCO8B",254,64.14,9.774936,25.9848248622804,9297.75342465753,8028.70967741936,12238.5479452055,10782,15390.3225806452,16167.8571428571,0.352105972492634,1,0.271026544753663,0.363969843591763,0.724305450129042,0.726761920051373
"244",244,2015,5,"epoch2","summer","rocks","LC","O","10","LCO10B",1109,65.29,9.950196,111.455090934892,9297.75342465753,8028.70967741936,12238.5479452055,10782,15390.3225806452,16167.8571428571,0.352105972492634,1,0.271026544753663,0.363969843591763,0.724305450129042,0.726761920051373
"245",245,2015,5,"epoch2","summer","rocks","LC","O","9A","LCO9A",1180,63.8,9.72312,121.360221821802,9297.75342465753,8028.70967741936,12238.5479452055,10782,15390.3225806452,16167.8571428571,0.352105972492634,1,0.271026544753663,0.363969843591763,0.724305450129042,0.726761920051373
"246",246,2015,5,"epoch2","summer","rocks","LC","O","9C","LCO9C",2181,65.78,10.024872,217.558887534923,9297.75342465753,8028.70967741936,12238.5479452055,10782,15390.3225806452,16167.8571428571,0.352105972492634,1,0.271026544753663,0.363969843591763,0.724305450129042,0.726761920051373
"247",247,2015,6,"epoch2","summer","rocks","LC","O","11","LCO11A",1288,63.01,9.602724,134.128607674239,9297.75342465753,5153,12238.5479452055,8028.70967741936,10782,15390.3225806452,0.352105972492634,1,0.173950714526837,0.271026544753663,0.507426749658418,0.69181093635907
"248",248,2017,11,"epoch3","winter","control","LC","O","10","LCO10A",79,66,10.0584,7.8541318698799,6631.2602739726,6100.66666666667,7358.22404371585,9997.09677419355,12066.6666666667,7054.83870967742,0.251125862450466,0.601233420554476,0.205941262518285,0.337473729296508,0.56788624057487,0.317122305138815
"249",249,2017,11,"epoch3","winter","control","LC","O","11","LCO11B",64,66,10.0584,6.3628410085103,6631.2602739726,6100.66666666667,7358.22404371585,9997.09677419355,12066.6666666667,7054.83870967742,0.251125862450466,0.601233420554476,0.205941262518285,0.337473729296508,0.56788624057487,0.317122305138815
"250",250,2017,11,"epoch3","winter","control","LC","O","12","LCO12",134,66,10.0584,13.3221983615684,6631.2602739726,6100.66666666667,7358.22404371585,9997.09677419355,12066.6666666667,7054.83870967742,0.251125862450466,0.601233420554476,0.205941262518285,0.337473729296508,0.56788624057487,0.317122305138815
"251",251,2017,11,"epoch3","winter","control","LC","O","9C","LCO9C",409,66,10.0584,40.6625308200111,6631.2602739726,6100.66666666667,7358.22404371585,9997.09677419355,12066.6666666667,7054.83870967742,0.251125862450466,0.601233420554476,0.205941262518285,0.337473729296508,0.56788624057487,0.317122305138815
"252",252,2017,11,"epoch3","winter","rocks","LC","O","10","LCO10B",1294,66,10.0584,128.648691640818,6631.2602739726,6100.66666666667,7358.22404371585,9997.09677419355,12066.6666666667,7054.83870967742,0.251125862450466,0.601233420554476,0.205941262518285,0.337473729296508,0.56788624057487,0.317122305138815
"253",253,2017,11,"epoch3","winter","rocks","LC","O","11","LCO11A",1092,66,10.0584,108.565974707707,6631.2602739726,6100.66666666667,7358.22404371585,9997.09677419355,12066.6666666667,7054.83870967742,0.251125862450466,0.601233420554476,0.205941262518285,0.337473729296508,0.56788624057487,0.317122305138815
"254",254,2017,11,"epoch3","winter","rocks","LC","O","8B","LCO8B",322,66,10.0584,32.0130438240674,6631.2602739726,6100.66666666667,7358.22404371585,9997.09677419355,12066.6666666667,7054.83870967742,0.251125862450466,0.601233420554476,0.205941262518285,0.337473729296508,0.56788624057487,0.317122305138815
"255",255,2017,11,"epoch3","winter","rocks","LC","O","9A","LCO9A",556,66,10.0584,55.2771812614332,6631.2602739726,6100.66666666667,7358.22404371585,9997.09677419355,12066.6666666667,7054.83870967742,0.251125862450466,0.601233420554476,0.205941262518285,0.337473729296508,0.56788624057487,0.317122305138815
"256",256,2018,11,"epoch3","winter","rocks","LC","O","10A","LCO10A",1619,113.4,17.28216,93.6804195771825,8568.21917808219,6807.33333333333,6631.2602739726,6581.61290322581,9117,12283.8709677419,0.324478506628045,0.541833909027618,0.229796331720491,0.222176648021576,0.429067860938212,0.552172719693007
"257",257,2018,11,"epoch3","winter","rocks","LC","O","11B","LCO11B",276,66.77,10.175748,27.123313195256,8568.21917808219,6807.33333333333,6631.2602739726,6581.61290322581,9117,12283.8709677419,0.324478506628045,0.541833909027618,0.229796331720491,0.222176648021576,0.429067860938212,0.552172719693007
"258",258,2018,11,"epoch3","winter","rocks","LC","O","12","LCO12",358.5,111.86,17.047464,21.0295208718435,8568.21917808219,6807.33333333333,6631.2602739726,6581.61290322581,9117,12283.8709677419,0.324478506628045,0.541833909027618,0.229796331720491,0.222176648021576,0.429067860938212,0.552172719693007
"259",259,2018,11,"epoch3","winter","rocks","LC","O","9C","LCO9C",1161,111.2,16.94688,68.5081855775222,8568.21917808219,6807.33333333333,6631.2602739726,6581.61290322581,9117,12283.8709677419,0.324478506628045,0.541833909027618,0.229796331720491,0.222176648021576,0.429067860938212,0.552172719693007
"260",260,2018,12,"epoch3","winter","control","BT","I","1","BTI1",897,23,3.5052,255.905511811024,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"261",261,2018,12,"epoch3","winter","control","BT","I","2","BTI2",1108,38.65,5.89026,188.107146373844,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"262",262,2018,12,"epoch3","winter","control","BT","I","3","BTI3",1326,39.9,6.08076,218.064847157263,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"263",263,2018,12,"epoch3","winter","control","BT","I","4","BTI4",627.5,55.8,8.50392,73.7894994308507,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"264",264,2018,12,"epoch3","winter","control","BT","I","5","BTI5",3988,62.69,9.553956,417.418711160068,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"265",265,2018,12,"epoch3","winter","control","LC","N","4","LCN4",35,22,3.3528,10.4390360295872,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"266",266,2018,12,"epoch3","winter","control","LC","N","8","LCN8",58,17.5,2.667,21.7472815898013,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"267",267,2018,12,"epoch3","winter","control","LT","I","1","LTI1",692,29.8,4.54152,152.371893110677,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"268",268,2018,12,"epoch3","winter","control","LT","I","2","LTI2",190,22.68,3.456432,54.9699806042763,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"269",269,2018,12,"epoch3","winter","control","LT","I","3","LTI3",883,37.5,5.715,154.505686789151,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"270",270,2018,12,"epoch3","winter","control","LT","I","4","LTI4",1323,34.84,5.309616,249.170561486932,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"271",271,2018,12,"epoch3","winter","control","LT","I","5","LTI5",1412,38.75,5.9055,239.099144864956,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"272",272,2018,12,"epoch3","winter","control","LT","I","6","LTI6",594,18.87,2.875788,206.55208242054,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"273",273,2018,12,"epoch3","winter","control","NN","I","2","NNI2",911,22.85,3.48234,261.605701913081,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"274",274,2018,12,"epoch3","winter","control","NN","I","3","NNI3",156,33,5.0292,31.0188499164877,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"275",275,2018,12,"epoch3","winter","control","NN","I","4","NNI4",571,13.3,2.02692,281.708207526691,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"276",276,2018,12,"epoch3","winter","rocks","LC","O","14","LCO14",3060.5,70.11,10.684764,286.435900689992,8568.21917808219,21248.3870967742,6631.2602739726,6807.33333333333,6581.61290322581,9117,0.324478506628045,0.541833909027618,0.717285487682262,0.229796331720491,0.309746470320328,0.409818590463959
"277",277,2019,1,"epoch3","winter","control","BT","I","6","BTI6",815.5,17.75,2.7051,301.467598240361,26406.1224489796,29623.3333333333,8568.21917808219,21248.3870967742,6807.33333333333,6581.61290322581,1,0.700100961032623,1,0.717285487682262,0.320369414503315,0.295850315123331
"278",278,2019,1,"epoch3","winter","control","LC","I","13","LCI13",3421.5,71.3,10.86612,314.877803668651,26406.1224489796,29623.3333333333,8568.21917808219,21248.3870967742,6807.33333333333,6581.61290322581,1,0.700100961032623,1,0.717285487682262,0.320369414503315,0.295850315123331
"279",279,2019,1,"epoch3","winter","control","LC","I","14","LCI14",1501,22.75,3.4671,432.926653399094,26406.1224489796,29623.3333333333,8568.21917808219,21248.3870967742,6807.33333333333,6581.61290322581,1,0.700100961032623,1,0.717285487682262,0.320369414503315,0.295850315123331
"280",280,2019,1,"epoch3","winter","control","LC","I","15","LCI15",638,20.8,3.16992,201.266908944074,26406.1224489796,29623.3333333333,8568.21917808219,21248.3870967742,6807.33333333333,6581.61290322581,1,0.700100961032623,1,0.717285487682262,0.320369414503315,0.295850315123331
"281",281,2019,1,"epoch3","winter","control","LC","I","4","LCI4",1909,22.5,3.429,556.722076407116,26406.1224489796,29623.3333333333,8568.21917808219,21248.3870967742,6807.33333333333,6581.61290322581,1,0.700100961032623,1,0.717285487682262,0.320369414503315,0.295850315123331
"282",282,2019,1,"epoch3","winter","control","LC","I","6","LCI6",454,21.5,3.2766,138.558261612647,26406.1224489796,29623.3333333333,8568.21917808219,21248.3870967742,6807.33333333333,6581.61290322581,1,0.700100961032623,1,0.717285487682262,0.320369414503315,0.295850315123331
"283",283,2019,1,"epoch3","winter","control","LC","I","8","LCI8",96,19,2.8956,33.1537505180274,26406.1224489796,29623.3333333333,8568.21917808219,21248.3870967742,6807.33333333333,6581.61290322581,1,0.700100961032623,1,0.717285487682262,0.320369414503315,0.295850315123331
"284",284,2019,1,"epoch3","winter","control","LC","N","5","LCN5",700,21.75,3.3147,211.18049898935,26406.1224489796,29623.3333333333,8568.21917808219,21248.3870967742,6807.33333333333,6581.61290322581,1,0.700100961032623,1,0.717285487682262,0.320369414503315,0.295850315123331
"285",285,2019,1,"epoch3","winter","control","LC","N","6","LCN6",2275,32.4,4.93776,460.735232170053,26406.1224489796,29623.3333333333,8568.21917808219,21248.3870967742,6807.33333333333,6581.61290322581,1,0.700100961032623,1,0.717285487682262,0.320369414503315,0.295850315123331
"286",286,2019,1,"epoch3","winter","control","NN","I","1","NNI1",233.5,14.5,2.2098,105.665671101457,26406.1224489796,29623.3333333333,8568.21917808219,21248.3870967742,6807.33333333333,6581.61290322581,1,0.700100961032623,1,0.717285487682262,0.320369414503315,0.295850315123331
"287",287,2019,1,"epoch3","winter","rocks","LC","O","15","LCO15",1506,43.24,6.589776,228.535840975475,26406.1224489796,29623.3333333333,8568.21917808219,21248.3870967742,6807.33333333333,6581.61290322581,1,0.700100961032623,1,0.717285487682262,0.320369414503315,0.295850315123331
"288",288,2019,1,"epoch3","winter","rocks","LC","O","20","LCO20",385,87.12,13.277088,28.9973223044089,26406.1224489796,29623.3333333333,8568.21917808219,21248.3870967742,6807.33333333333,6581.61290322581,1,0.700100961032623,1,0.717285487682262,0.320369414503315,0.295850315123331
"289",289,2019,1,"epoch3","winter","rocks","LC","O","21","LCO21",714,129.01,19.661124,36.3153195107258,26406.1224489796,29623.3333333333,8568.21917808219,21248.3870967742,6807.33333333333,6581.61290322581,1,0.700100961032623,1,0.717285487682262,0.320369414503315,0.295850315123331
"290",290,2019,1,"epoch3","winter","rocks","LC","O","9B","LCO9B",674.5,115.78,17.644872,38.226403682611,26406.1224489796,29623.3333333333,8568.21917808219,21248.3870967742,6807.33333333333,6581.61290322581,1,0.700100961032623,1,0.717285487682262,0.320369414503315,0.295850315123331
"291",291,2019,2,"epoch3","winter","control","LC","I","1","LCI1",1650,45.39,6.917436,238.527685691635,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"292",292,2019,2,"epoch3","winter","control","LC","I","10","LCI10",1686,38.2,5.82168,289.607123716865,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"293",293,2019,2,"epoch3","winter","control","LC","I","11","LCI11",302,17.86,2.721864,110.953376068753,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"294",294,2019,2,"epoch3","winter","control","LC","I","12","LCI12",1106,36.09,5.500116,201.086667990275,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"295",295,2019,2,"epoch3","winter","control","LC","I","16","LCI16",427.5,24.04,3.663696,116.685445517314,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"296",296,2019,2,"epoch3","winter","control","LC","I","17","LCI17",189,14.65,2.23266,84.6523877348096,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"297",297,2019,2,"epoch3","winter","control","LC","I","18","LCI18",1813,68.16,10.387584,174.535291363227,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"298",298,2019,2,"epoch3","winter","control","LC","I","19","LCI19",153,22.21,3.384804,45.2020264688886,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"299",299,2019,2,"epoch3","winter","control","LC","I","2","LCI2",1534,32.2,4.90728,312.596794965847,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"300",300,2019,2,"epoch3","winter","control","LC","I","3","LCI3",1104,23.8,3.62712,304.373717991133,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"301",301,2019,2,"epoch3","winter","control","LC","I","5","LCI5",942,20.4,3.10896,302.995213833565,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"302",302,2019,2,"epoch3","winter","control","LC","I","7","LCI7",853,21.66,3.300984,258.407795978411,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"303",303,2019,2,"epoch3","winter","control","LC","I","9","LCI9",695,22.24,3.389376,205.05249343832,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"304",304,2019,2,"epoch3","winter","control","LC","N","1","LCN1",109,29.86,4.550664,23.9525484632572,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"305",305,2019,2,"epoch3","winter","control","LC","N","2","LCN2",693,32.77,4.994148,138.762407521763,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"306",306,2019,2,"epoch3","winter","control","LC","N","3","LCN3",146,19.9,3.03276,48.1409673037101,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"307",307,2019,2,"epoch3","winter","control","LC","N","7","LCN7",611,13.3,2.02692,301.44258283504,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"308",308,2019,2,"epoch3","winter","control","LC","N","9","LCN9",4,36.12,5.504688,0.726653354377214,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"309",309,2019,2,"epoch3","winter","rocks","LC","O","15","LCO15",1884.5,126.6,19.29384,97.6736616453749,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"310",310,2019,2,"epoch3","winter","rocks","LC","O","16","LCO16",52,22.95,3.49758,14.8674226179244,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"311",311,2019,2,"epoch3","winter","rocks","LC","O","17","LCO17",209,45.37,6.914388,30.2268255701011,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"312",312,2019,2,"epoch3","winter","rocks","LC","O","19","LCO19",557.5,116.31,17.725644,31.4516076256524,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"313",313,2019,2,"epoch3","winter","rocks","LC","O","2","LCO2",945,20.86,3.179064,297.257305924008,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"314",314,2019,2,"epoch3","winter","rocks","LC","O","3","LCO3",358,18.02,2.746248,130.359676183651,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"315",315,2019,2,"epoch3","winter","rocks","LC","O","4","LCO4",953,22.1,3.36804,282.953884158145,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"316",316,2019,2,"epoch3","winter","rocks","LC","O","8A","LCO8A",319,15.2,2.31648,137.708937698577,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
